VIN,planned_date,planned_sequence_in_day,planned_global_sequence,model,color,priority,actual_body_sequence,actual_paint_sequence
VIN0008460,2024-03-02,28,8460,A-Sedan,Black,Normal,8460,8460
VIN0008461,2024-03-02,29,8461,B-SUV,Grey,Normal,8461,8461
VIN0008462,2024-03-02,30,8462,B-SUV,White,Normal,8462,8462
VIN0008463,2024-03-02,31,8463,A-Sedan,White,Normal,8463,8463
VIN0008464,2024-03-02,32,8464,B-SUV,Black,Normal,8464,8464
VIN0008465,2024-03-02,33,8465,A-Sedan,White,Normal,8465,8465
VIN0008466,2024-03-02,34,8466,C-EV,Green,Normal,8466,8466
VIN0008467,2024-03-02,35,8467,B-SUV,Green,Normal,8467,8467
VIN0008468,2024-03-02,36,8468,A-Sedan,White,Normal,8468,8468
VIN0008469,2024-03-02,37,8469,C-EV,Orange,Normal,8469,8469
VIN0008470,2024-03-02,38,8470,A-Sedan,White,Normal,8470,8470
VIN0008471,2024-03-02,39,8471,A-Sedan,Red,Normal,8471,8471
VIN0008472,2024-03-02,40,8472,C-EV,White,Normal,8472,8472
VIN0008473,2024-03-02,41,8473,B-SUV,Green,Normal,8473,8473
VIN0008474,2024-03-02,42,8474,B-SUV,Green,Normal,8474,8474
VIN0008475,2024-03-02,43,8475,B-SUV,Green,Normal,8475,8475
VIN0008476,2024-03-02,44,8476,B-SUV,White,Normal,8476,8476
VIN0008477,2024-03-02,45,8477,A-Sedan,Black,Normal,8477,8477
VIN0008478,2024-03-02,46,8478,A-Sedan,Silver,Normal,8478,8478
VIN0008479,2024-03-02,47,8479,B-SUV,Black,Normal,8480,8480
VIN0008480,2024-03-02,48,8480,B-SUV,Grey,Normal,8479,8479
VIN0008481,2024-03-02,49,8481,C-EV,Blue,Normal,8481,8481
VIN0008482,2024-03-02,50,8482,B-SUV,White,Normal,8482,8482
VIN0008483,2024-03-02,51,8483,B-SUV,Orange,Normal,8483,8483
VIN0008484,2024-03-02,52,8484,A-Sedan,Green,Normal,8484,8484
VIN0008485,2024-03-02,53,8485,B-SUV,White,Normal,8485,8485
VIN0008486,2024-03-02,54,8486,A-Sedan,Blue,Normal,8486,8486
VIN0008487,2024-03-02,55,8487,A-Sedan,Black,Normal,8487,8487
VIN0008488,2024-03-02,56,8488,A-Sedan,White,Normal,8488,8488
VIN0008489,2024-03-02,57,8489,A-Sedan,White,Normal,8489,8489
VIN0008490,2024-03-02,58,8490,B-SUV,Grey,Normal,8490,8490
VIN0008491,2024-03-02,59,8491,A-Sedan,Grey,Normal,8491,8491
VIN0008492,2024-03-02,60,8492,A-Sedan,Grey,Normal,8492,8492
VIN0008493,2024-03-02,61,8493,A-Sedan,Black,Normal,8493,8493
VIN0008494,2024-03-02,62,8494,A-Sedan,White,Normal,8494,8494
VIN0008495,2024-03-02,63,8495,B-SUV,White,Normal,8495,8495
VIN0008496,2024-03-02,64,8496,C-EV,Orange,Normal,8496,8496
VIN0008497,2024-03-02,65,8497,A-Sedan,Silver,Normal,8497,8497
VIN0008498,2024-03-02,66,8498,B-SUV,Grey,Normal,8498,8498
VIN0008499,2024-03-02,67,8499,C-EV,Blue,Normal,8499,8499
VIN0008500,2024-03-02,68,8500,A-Sedan,Red,Normal,8500,8500
VIN0008501,2024-03-02,69,8501,A-Sedan,Green,Expedite,8501,8501
VIN0008502,2024-03-02,70,8502,C-EV,Grey,Normal,8502,8502
VIN0008503,2024-03-02,71,8503,A-Sedan,White,Normal,8503,8503
VIN0008504,2024-03-02,72,8504,C-EV,Silver,Normal,8504,8504
VIN0008505,2024-03-02,73,8505,A-Sedan,Black,Normal,8505,8505
VIN0008506,2024-03-02,74,8506,B-SUV,Red,Normal,8506,8506
VIN0008507,2024-03-02,75,8507,A-Sedan,Silver,Normal,8507,8507
VIN0008508,2024-03-02,76,8508,A-Sedan,Black,Normal,8508,8508
VIN0008509,2024-03-02,77,8509,C-EV,Black,Normal,8509,8509
VIN0008510,2024-03-02,78,8510,C-EV,White,Normal,8510,8510
VIN0008511,2024-03-02,79,8511,C-EV,Black,Normal,8511,8511
VIN0008512,2024-03-02,80,8512,C-EV,Black,Normal,8512,8512
VIN0008513,2024-03-02,81,8513,A-Sedan,Silver,Normal,8513,8513
VIN0008514,2024-03-02,82,8514,A-Sedan,Silver,Normal,8524,8524
VIN0008515,2024-03-02,83,8515,B-SUV,Grey,Normal,8514,8514
VIN0008516,2024-03-02,84,8516,C-EV,Red,Normal,8515,8515
VIN0008517,2024-03-02,85,8517,A-Sedan,Red,Normal,8516,8516
VIN0008518,2024-03-02,86,8518,A-Sedan,Green,Normal,8517,8517
VIN0008519,2024-03-02,87,8519,B-SUV,Black,Normal,8518,8518
VIN0008520,2024-03-02,88,8520,B-SUV,Green,Normal,8519,8519
VIN0008521,2024-03-02,89,8521,A-Sedan,Orange,Normal,8521,8521
VIN0008522,2024-03-02,90,8522,B-SUV,Black,Normal,8520,8520
VIN0008523,2024-03-02,91,8523,A-Sedan,Silver,Normal,8522,8522
VIN0008524,2024-03-02,92,8524,B-SUV,White,Normal,8523,8523
VIN0008525,2024-03-02,93,8525,A-Sedan,Silver,Normal,8525,8525
VIN0008526,2024-03-02,94,8526,B-SUV,White,Normal,8526,8526
VIN0008527,2024-03-02,95,8527,B-SUV,Grey,Normal,8527,8527
VIN0008528,2024-03-02,96,8528,B-SUV,Black,Normal,8528,8528
VIN0008529,2024-03-02,97,8529,B-SUV,White,Normal,8529,8529
VIN0008530,2024-03-02,98,8530,A-Sedan,Blue,Normal,8530,8530
VIN0008531,2024-03-02,99,8531,B-SUV,White,Normal,8531,8531
VIN0008532,2024-03-02,100,8532,C-EV,Orange,Normal,8532,8532
VIN0008533,2024-03-02,101,8533,B-SUV,Silver,Normal,8533,8533
VIN0008534,2024-03-02,102,8534,A-Sedan,Blue,Normal,8534,8534
VIN0008535,2024-03-02,103,8535,A-Sedan,Black,Normal,8535,8535
VIN0008536,2024-03-02,104,8536,A-Sedan,Silver,Normal,8536,8536
VIN0008537,2024-03-02,105,8537,B-SUV,Blue,Normal,8537,8537
VIN0008538,2024-03-02,106,8538,A-Sedan,Green,Normal,8538,8538
VIN0008539,2024-03-02,107,8539,B-SUV,Silver,Expedite,8539,8539
VIN0008540,2024-03-02,108,8540,B-SUV,Green,Normal,8540,8540
VIN0008541,2024-03-02,109,8541,A-Sedan,Silver,Normal,8541,8541
VIN0008542,2024-03-02,110,8542,A-Sedan,Silver,Normal,8542,8542
VIN0008543,2024-03-02,111,8543,B-SUV,Grey,Normal,8543,8543
VIN0008544,2024-03-04,1,8544,B-SUV,Black,Normal,8544,8544
VIN0008545,2024-03-04,2,8545,A-Sedan,Red,Normal,8545,8545
VIN0008546,2024-03-04,3,8546,A-Sedan,Orange,Normal,8547,8547
VIN0008547,2024-03-04,4,8547,B-SUV,Black,Normal,8546,8546
VIN0008548,2024-03-04,5,8548,A-Sedan,Black,Normal,8548,8548
VIN0008549,2024-03-04,6,8549,A-Sedan,Grey,Normal,8549,8549
VIN0008550,2024-03-04,7,8550,A-Sedan,White,Normal,8550,8550
VIN0008551,2024-03-04,8,8551,C-EV,Grey,Normal,8551,8551
VIN0008552,2024-03-04,9,8552,C-EV,White,Normal,8552,8552
VIN0008553,2024-03-04,10,8553,C-EV,White,Normal,8553,8553
VIN0008554,2024-03-04,11,8554,C-EV,Green,Expedite,8554,8554
VIN0008555,2024-03-04,12,8555,A-Sedan,Black,Normal,8555,8555
VIN0008556,2024-03-04,13,8556,C-EV,Blue,Normal,8556,8556
VIN0008557,2024-03-04,14,8557,B-SUV,Black,Normal,8557,8557
VIN0008558,2024-03-04,15,8558,C-EV,Grey,Normal,8558,8558
VIN0008559,2024-03-04,16,8559,B-SUV,Grey,Normal,8559,8559
VIN0008560,2024-03-04,17,8560,B-SUV,White,Normal,8560,8560
VIN0008561,2024-03-04,18,8561,B-SUV,Grey,Normal,8561,8561
VIN0008562,2024-03-04,19,8562,C-EV,Blue,Normal,8562,8562
VIN0008563,2024-03-04,20,8563,A-Sedan,Silver,Normal,8563,8563
VIN0008564,2024-03-04,21,8564,B-SUV,Silver,Normal,8564,8564
VIN0008565,2024-03-04,22,8565,A-Sedan,White,Normal,8565,8565
VIN0008566,2024-03-04,23,8566,A-Sedan,Silver,Normal,8566,8566
VIN0008567,2024-03-04,24,8567,B-SUV,White,Normal,8567,8567
VIN0008568,2024-03-04,25,8568,B-SUV,Grey,Normal,8568,8568
VIN0008569,2024-03-04,26,8569,A-Sedan,Silver,Normal,8569,8569
VIN0008570,2024-03-04,27,8570,B-SUV,White,Normal,8570,8570
VIN0008571,2024-03-04,28,8571,A-Sedan,Black,Normal,8571,8571
VIN0008572,2024-03-04,29,8572,B-SUV,Blue,Normal,8576,8576
VIN0008573,2024-03-04,30,8573,B-SUV,Red,Normal,8572,8572
VIN0008574,2024-03-04,31,8574,A-Sedan,Silver,Normal,8573,8573
VIN0008575,2024-03-04,32,8575,A-Sedan,Green,Normal,8574,8574
VIN0008576,2024-03-04,33,8576,A-Sedan,Orange,Normal,8575,8575
VIN0008577,2024-03-04,34,8577,B-SUV,Grey,Hold,8577,8577
VIN0008578,2024-03-04,35,8578,A-Sedan,White,Expedite,8578,8578
VIN0008579,2024-03-04,36,8579,C-EV,Silver,Normal,8579,8579
VIN0008580,2024-03-04,37,8580,A-Sedan,Red,Normal,8580,8580
VIN0008581,2024-03-04,38,8581,C-EV,Black,Normal,8581,8581
VIN0008582,2024-03-04,39,8582,A-Sedan,Green,Normal,8582,8582
VIN0008583,2024-03-04,40,8583,A-Sedan,Black,Normal,8583,8583
VIN0008584,2024-03-04,41,8584,B-SUV,White,Normal,8584,8584
VIN0008585,2024-03-04,42,8585,C-EV,White,Normal,8585,8585
VIN0008586,2024-03-04,43,8586,A-Sedan,Silver,Normal,8590,8590
VIN0008587,2024-03-04,44,8587,A-Sedan,Blue,Normal,8586,8586
VIN0008588,2024-03-04,45,8588,A-Sedan,White,Normal,8587,8587
VIN0008589,2024-03-04,46,8589,A-Sedan,Silver,Normal,8588,8588
VIN0008590,2024-03-04,47,8590,A-Sedan,White,Normal,8589,8589
VIN0008591,2024-03-04,48,8591,C-EV,Silver,Normal,8591,8591
VIN0008592,2024-03-04,49,8592,B-SUV,Red,Normal,8592,8592
VIN0008593,2024-03-04,50,8593,B-SUV,Blue,Normal,8593,8593
VIN0008594,2024-03-04,51,8594,B-SUV,Grey,Normal,8594,8594
VIN0008595,2024-03-04,52,8595,A-Sedan,White,Expedite,8595,8595
VIN0008596,2024-03-04,53,8596,B-SUV,Black,Expedite,8596,8596
VIN0008597,2024-03-04,54,8597,B-SUV,Grey,Normal,8597,8597
VIN0008598,2024-03-04,55,8598,A-Sedan,Red,Normal,8598,8598
VIN0008599,2024-03-04,56,8599,C-EV,Orange,Expedite,8599,8599
VIN0008600,2024-03-04,57,8600,B-SUV,Silver,Normal,8600,8600
VIN0008601,2024-03-04,58,8601,B-SUV,White,Normal,8601,8601
VIN0008602,2024-03-04,59,8602,B-SUV,Silver,Normal,8603,8603
VIN0008603,2024-03-04,60,8603,A-Sedan,Silver,Normal,8602,8602
VIN0008604,2024-03-04,61,8604,B-SUV,Grey,Normal,8604,8604
VIN0008605,2024-03-04,62,8605,C-EV,Black,Normal,8605,8605
VIN0008606,2024-03-04,63,8606,C-EV,Red,Normal,8606,8606
VIN0008607,2024-03-04,64,8607,B-SUV,Red,Normal,8607,8607
VIN0008608,2024-03-04,65,8608,A-Sedan,Red,Expedite,8608,8608
VIN0008609,2024-03-04,66,8609,B-SUV,Silver,Normal,8609,8609
VIN0008610,2024-03-04,67,8610,B-SUV,Black,Normal,8610,8610
VIN0008611,2024-03-04,68,8611,B-SUV,Green,Normal,8611,8611
VIN0008612,2024-03-04,69,8612,B-SUV,White,Normal,8612,8612
VIN0008613,2024-03-04,70,8613,C-EV,Black,Normal,8613,8613
VIN0008614,2024-03-04,71,8614,B-SUV,Blue,Normal,8614,8614
VIN0008615,2024-03-04,72,8615,A-Sedan,Silver,Normal,8615,8615
VIN0008616,2024-03-04,73,8616,A-Sedan,Orange,Normal,8617,8617
VIN0008617,2024-03-04,74,8617,A-Sedan,Orange,Normal,8616,8616
VIN0008618,2024-03-04,75,8618,B-SUV,Silver,Normal,8618,8618
VIN0008619,2024-03-04,76,8619,A-Sedan,Silver,Normal,8619,8619
VIN0008620,2024-03-04,77,8620,A-Sedan,Silver,Normal,8620,8620
VIN0008621,2024-03-04,78,8621,A-Sedan,Orange,Normal,8624,8624
VIN0008622,2024-03-04,79,8622,B-SUV,Grey,Normal,8621,8621
VIN0008623,2024-03-04,80,8623,A-Sedan,Blue,Normal,8622,8622
VIN0008624,2024-03-04,81,8624,A-Sedan,Red,Normal,8623,8623
VIN0008625,2024-03-04,82,8625,B-SUV,Black,Normal,8625,8625
VIN0008626,2024-03-04,83,8626,B-SUV,Blue,Normal,8627,8627
VIN0008627,2024-03-04,84,8627,B-SUV,White,Normal,8626,8626
VIN0008628,2024-03-04,85,8628,A-Sedan,Grey,Normal,8629,8629
VIN0008629,2024-03-04,86,8629,B-SUV,Silver,Normal,8628,8628
VIN0008630,2024-03-04,87,8630,B-SUV,Blue,Normal,8630,8630
VIN0008631,2024-03-04,88,8631,C-EV,Blue,Normal,8631,8631
VIN0008632,2024-03-04,89,8632,B-SUV,Blue,Normal,8632,8632
VIN0008633,2024-03-04,90,8633,A-Sedan,White,Expedite,8633,8633
VIN0008634,2024-03-04,91,8634,A-Sedan,Grey,Normal,8634,8634
VIN0008635,2024-03-04,92,8635,A-Sedan,Black,Normal,8635,8635
VIN0008636,2024-03-04,93,8636,A-Sedan,Silver,Normal,8636,8636
VIN0008637,2024-03-04,94,8637,B-SUV,Red,Normal,8637,8637
VIN0008638,2024-03-04,95,8638,A-Sedan,Silver,Normal,8638,8638
VIN0008639,2024-03-04,96,8639,B-SUV,White,Normal,8639,8639
VIN0008640,2024-03-04,97,8640,A-Sedan,Silver,Normal,8640,8640
VIN0008641,2024-03-04,98,8641,A-Sedan,Blue,Normal,8641,8641
VIN0008642,2024-03-04,99,8642,A-Sedan,Black,Normal,8642,8642
VIN0008643,2024-03-04,100,8643,C-EV,Green,Normal,8643,8643
VIN0008644,2024-03-04,101,8644,A-Sedan,Orange,Normal,8644,8644
VIN0008645,2024-03-04,102,8645,C-EV,Red,Normal,8645,8645
VIN0008646,2024-03-04,103,8646,A-Sedan,Black,Normal,8646,8646
VIN0008647,2024-03-04,104,8647,B-SUV,Orange,Normal,8647,8647
VIN0008648,2024-03-04,105,8648,A-Sedan,Black,Normal,8648,8648
VIN0008649,2024-03-04,106,8649,A-Sedan,Black,Normal,8649,8649
VIN0008650,2024-03-04,107,8650,A-Sedan,Silver,Normal,8655,8655
VIN0008651,2024-03-04,108,8651,B-SUV,Blue,Normal,8650,8650
VIN0008652,2024-03-04,109,8652,C-EV,Silver,Normal,8651,8651
VIN0008653,2024-03-04,110,8653,A-Sedan,Silver,Normal,8652,8652
VIN0008654,2024-03-04,111,8654,B-SUV,Orange,Normal,8653,8653
VIN0008655,2024-03-04,112,8655,B-SUV,Red,Expedite,8654,8654
VIN0008656,2024-03-04,113,8656,B-SUV,White,Normal,8656,8656
VIN0008657,2024-03-04,114,8657,A-Sedan,White,Normal,8657,8657
VIN0008658,2024-03-04,115,8658,A-Sedan,Silver,Normal,8658,8658
VIN0008659,2024-03-04,116,8659,A-Sedan,Blue,Normal,8659,8659
VIN0008660,2024-03-04,117,8660,C-EV,Silver,Normal,8660,8660
VIN0008661,2024-03-04,118,8661,B-SUV,Red,Normal,8661,8661
VIN0008662,2024-03-04,119,8662,C-EV,Grey,Normal,8662,8662
VIN0008663,2024-03-04,120,8663,B-SUV,Grey,Normal,8663,8663
VIN0008664,2024-03-04,121,8664,A-Sedan,White,Normal,8664,8664
VIN0008665,2024-03-04,122,8665,B-SUV,Black,Normal,8665,8665
VIN0008666,2024-03-04,123,8666,A-Sedan,White,Normal,8666,8666
VIN0008667,2024-03-04,124,8667,B-SUV,Black,Normal,8667,8667
VIN0008668,2024-03-04,125,8668,A-Sedan,Black,Normal,8668,8668
VIN0008669,2024-03-04,126,8669,B-SUV,White,Normal,8669,8669
VIN0008670,2024-03-04,127,8670,A-Sedan,Orange,Normal,8670,8670
VIN0008671,2024-03-04,128,8671,A-Sedan,Silver,Normal,8671,8671
VIN0008672,2024-03-04,129,8672,A-Sedan,White,Normal,8672,8672
VIN0008673,2024-03-04,130,8673,C-EV,Silver,Normal,8673,8673
VIN0008674,2024-03-04,131,8674,B-SUV,Orange,Normal,8674,8674
VIN0008675,2024-03-04,132,8675,A-Sedan,Black,Normal,8675,8675
VIN0008676,2024-03-04,133,8676,A-Sedan,Silver,Normal,8676,8676
VIN0008677,2024-03-04,134,8677,B-SUV,Black,Expedite,8677,8677
VIN0008678,2024-03-04,135,8678,A-Sedan,White,Normal,8678,8678
VIN0008679,2024-03-04,136,8679,B-SUV,White,Normal,8679,8679
VIN0008680,2024-03-04,137,8680,A-Sedan,Silver,Normal,8680,8680
VIN0008681,2024-03-04,138,8681,B-SUV,Black,Normal,8681,8681
VIN0008682,2024-03-04,139,8682,A-Sedan,Blue,Normal,8682,8682
VIN0008683,2024-03-04,140,8683,C-EV,Blue,Normal,8683,8683
VIN0008684,2024-03-04,141,8684,A-Sedan,Silver,Normal,8684,8684
VIN0008685,2024-03-04,142,8685,A-Sedan,Blue,Normal,8685,8685
VIN0008686,2024-03-04,143,8686,B-SUV,Red,Normal,8686,8686
VIN0008687,2024-03-04,144,8687,A-Sedan,White,Normal,8687,8687
VIN0008688,2024-03-04,145,8688,A-Sedan,Grey,Normal,8688,8688
VIN0008689,2024-03-04,146,8689,A-Sedan,White,Normal,8689,8689
VIN0008690,2024-03-04,147,8690,B-SUV,Silver,Normal,8690,8690
VIN0008691,2024-03-04,148,8691,B-SUV,Grey,Normal,8691,8691
VIN0008692,2024-03-04,149,8692,C-EV,Silver,Normal,8692,8692
VIN0008693,2024-03-04,150,8693,A-Sedan,Black,Normal,8693,8693
VIN0008694,2024-03-04,151,8694,A-Sedan,Grey,Normal,8694,8694
VIN0008695,2024-03-04,152,8695,C-EV,Blue,Normal,8695,8695
VIN0008696,2024-03-04,153,8696,A-Sedan,Red,Normal,8696,8696
VIN0008697,2024-03-04,154,8697,A-Sedan,White,Normal,8697,8697
VIN0008698,2024-03-04,155,8698,C-EV,Red,Normal,8698,8698
VIN0008699,2024-03-04,156,8699,B-SUV,Blue,Normal,8699,8699
VIN0008700,2024-03-04,157,8700,A-Sedan,Black,Normal,8700,8700
VIN0008701,2024-03-04,158,8701,A-Sedan,Blue,Normal,8701,8701
VIN0008702,2024-03-04,159,8702,B-SUV,Blue,Normal,8702,8702
VIN0008703,2024-03-04,160,8703,A-Sedan,Red,Normal,8703,8703
VIN0008704,2024-03-04,161,8704,C-EV,Black,Normal,8704,8704
VIN0008705,2024-03-04,162,8705,B-SUV,White,Normal,8705,8705
VIN0008706,2024-03-04,163,8706,A-Sedan,Black,Normal,8706,8706
VIN0008707,2024-03-04,164,8707,C-EV,Silver,Normal,8707,8707
VIN0008708,2024-03-04,165,8708,B-SUV,Silver,Normal,8708,8708
VIN0008709,2024-03-04,166,8709,C-EV,White,Normal,8709,8709
VIN0008710,2024-03-04,167,8710,B-SUV,Silver,Normal,8710,8710
VIN0008711,2024-03-04,168,8711,B-SUV,Blue,Normal,8711,8711
VIN0008712,2024-03-04,169,8712,A-Sedan,Green,Normal,8712,8712
VIN0008713,2024-03-04,170,8713,A-Sedan,Red,Normal,8713,8713
VIN0008714,2024-03-04,171,8714,B-SUV,Silver,Normal,8714,8714
VIN0008715,2024-03-04,172,8715,B-SUV,Black,Expedite,8719,8719
VIN0008716,2024-03-04,173,8716,C-EV,White,Normal,8715,8715
VIN0008717,2024-03-04,174,8717,C-EV,Silver,Normal,8716,8716
VIN0008718,2024-03-04,175,8718,A-Sedan,Silver,Normal,8717,8717
VIN0008719,2024-03-04,176,8719,C-EV,Red,Normal,8718,8718
VIN0008720,2024-03-04,177,8720,C-EV,Orange,Normal,8720,8720
VIN0008721,2024-03-04,178,8721,B-SUV,Black,Normal,8721,8721
VIN0008722,2024-03-04,179,8722,A-Sedan,Orange,Normal,8722,8722
VIN0008723,2024-03-04,180,8723,A-Sedan,White,Normal,8723,8723
VIN0008724,2024-03-04,181,8724,A-Sedan,Green,Normal,8724,8724
VIN0008725,2024-03-05,1,8725,B-SUV,Grey,Normal,8725,8725
VIN0008726,2024-03-05,2,8726,C-EV,Blue,Normal,8726,8726
VIN0008727,2024-03-05,3,8727,A-Sedan,Silver,Normal,8727,8727
VIN0008728,2024-03-05,4,8728,C-EV,Black,Normal,8728,8728
VIN0008729,2024-03-05,5,8729,B-SUV,Black,Normal,8729,8729
VIN0008730,2024-03-05,6,8730,A-Sedan,White,Normal,8730,8730
VIN0008731,2024-03-05,7,8731,B-SUV,Black,Normal,8742,8742
VIN0008732,2024-03-05,8,8732,C-EV,Silver,Normal,8731,8731
VIN0008733,2024-03-05,9,8733,A-Sedan,Silver,Normal,8732,8732
VIN0008734,2024-03-05,10,8734,A-Sedan,White,Normal,8733,8733
VIN0008735,2024-03-05,11,8735,B-SUV,White,Normal,8734,8734
VIN0008736,2024-03-05,12,8736,B-SUV,Silver,Normal,8735,8735
VIN0008737,2024-03-05,13,8737,C-EV,Blue,Normal,8736,8736
VIN0008738,2024-03-05,14,8738,A-Sedan,Red,Normal,8737,8737
VIN0008739,2024-03-05,15,8739,A-Sedan,Grey,Normal,8738,8738
VIN0008740,2024-03-05,16,8740,C-EV,Blue,Normal,8739,8739
VIN0008741,2024-03-05,17,8741,A-Sedan,Green,Expedite,8740,8740
VIN0008742,2024-03-05,18,8742,A-Sedan,Green,Normal,8741,8741
VIN0008743,2024-03-05,19,8743,A-Sedan,White,Normal,8743,8743
VIN0008744,2024-03-05,20,8744,A-Sedan,Orange,Normal,8744,8744
VIN0008745,2024-03-05,21,8745,A-Sedan,Black,Normal,8745,8745
VIN0008746,2024-03-05,22,8746,B-SUV,Green,Normal,8746,8746
VIN0008747,2024-03-05,23,8747,A-Sedan,White,Normal,8747,8747
VIN0008748,2024-03-05,24,8748,A-Sedan,Red,Normal,8748,8748
VIN0008749,2024-03-05,25,8749,C-EV,Blue,Normal,8749,8749
VIN0008750,2024-03-05,26,8750,B-SUV,Black,Normal,8750,8750
VIN0008751,2024-03-05,27,8751,B-SUV,Black,Normal,8751,8751
VIN0008752,2024-03-05,28,8752,B-SUV,Silver,Normal,8752,8752
VIN0008753,2024-03-05,29,8753,A-Sedan,Silver,Hold,8753,8753
VIN0008754,2024-03-05,30,8754,B-SUV,Black,Normal,8754,8754
VIN0008755,2024-03-05,31,8755,C-EV,Orange,Normal,8755,8755
VIN0008756,2024-03-05,32,8756,A-Sedan,Silver,Normal,8756,8756
VIN0008757,2024-03-05,33,8757,B-SUV,Black,Normal,8757,8757
VIN0008758,2024-03-05,34,8758,C-EV,Silver,Normal,8758,8758
VIN0008759,2024-03-05,35,8759,A-Sedan,Blue,Normal,8759,8759
VIN0008760,2024-03-05,36,8760,A-Sedan,Silver,Normal,8760,8760
VIN0008761,2024-03-05,37,8761,A-Sedan,Silver,Expedite,8761,8761
VIN0008762,2024-03-05,38,8762,B-SUV,Black,Normal,8762,8762
VIN0008763,2024-03-05,39,8763,B-SUV,Black,Normal,8763,8763
VIN0008764,2024-03-05,40,8764,A-Sedan,Blue,Normal,8764,8764
VIN0008765,2024-03-05,41,8765,B-SUV,Red,Normal,8765,8765
VIN0008766,2024-03-05,42,8766,B-SUV,Black,Normal,8766,8766
VIN0008767,2024-03-05,43,8767,B-SUV,Silver,Normal,8767,8767
VIN0008768,2024-03-05,44,8768,C-EV,Grey,Normal,8768,8768
VIN0008769,2024-03-05,45,8769,A-Sedan,White,Normal,8769,8769
VIN0008770,2024-03-05,46,8770,A-Sedan,White,Normal,8770,8770
VIN0008771,2024-03-05,47,8771,B-SUV,Green,Normal,8771,8771
VIN0008772,2024-03-05,48,8772,A-Sedan,White,Normal,8772,8772
VIN0008773,2024-03-05,49,8773,C-EV,Grey,Normal,8773,8773
VIN0008774,2024-03-05,50,8774,A-Sedan,Silver,Normal,8774,8774
VIN0008775,2024-03-05,51,8775,A-Sedan,Silver,Normal,8775,8775
VIN0008776,2024-03-05,52,8776,B-SUV,Blue,Normal,8776,8776
VIN0008777,2024-03-05,53,8777,C-EV,Blue,Normal,8779,8779
VIN0008778,2024-03-05,54,8778,A-Sedan,Black,Normal,8777,8777
VIN0008779,2024-03-05,55,8779,B-SUV,Silver,Normal,8778,8778
VIN0008780,2024-03-05,56,8780,A-Sedan,Red,Expedite,8780,8780
VIN0008781,2024-03-05,57,8781,A-Sedan,White,Normal,8781,8781
VIN0008782,2024-03-05,58,8782,A-Sedan,Grey,Normal,8782,8782
VIN0008783,2024-03-05,59,8783,A-Sedan,Blue,Normal,8783,8783
VIN0008784,2024-03-05,60,8784,C-EV,White,Normal,8784,8784
VIN0008785,2024-03-05,61,8785,C-EV,Silver,Normal,8785,8785
VIN0008786,2024-03-05,62,8786,B-SUV,White,Normal,8786,8786
VIN0008787,2024-03-05,63,8787,C-EV,Blue,Hold,8787,8787
VIN0008788,2024-03-05,64,8788,B-SUV,Green,Hold,8788,8788
VIN0008789,2024-03-05,65,8789,B-SUV,White,Normal,8789,8789
VIN0008790,2024-03-05,66,8790,A-Sedan,Green,Hold,8790,8790
VIN0008791,2024-03-05,67,8791,B-SUV,Blue,Normal,8791,8791
VIN0008792,2024-03-05,68,8792,A-Sedan,Red,Normal,8792,8792
VIN0008793,2024-03-05,69,8793,B-SUV,Black,Normal,8793,8793
VIN0008794,2024-03-05,70,8794,A-Sedan,Red,Normal,8794,8794
VIN0008795,2024-03-05,71,8795,A-Sedan,Silver,Normal,8795,8795
VIN0008796,2024-03-05,72,8796,A-Sedan,Red,Hold,8796,8796
VIN0008797,2024-03-05,73,8797,B-SUV,Black,Normal,8797,8797
VIN0008798,2024-03-05,74,8798,A-Sedan,Black,Normal,8798,8798
VIN0008799,2024-03-05,75,8799,C-EV,White,Normal,8799,8799
VIN0008800,2024-03-05,76,8800,C-EV,Orange,Normal,8800,8800
VIN0008801,2024-03-05,77,8801,C-EV,Grey,Normal,8801,8801
VIN0008802,2024-03-05,78,8802,B-SUV,White,Normal,8802,8802
VIN0008803,2024-03-05,79,8803,B-SUV,White,Normal,8803,8803
VIN0008804,2024-03-05,80,8804,C-EV,Black,Normal,8804,8804
VIN0008805,2024-03-05,81,8805,C-EV,Orange,Normal,8805,8805
VIN0008806,2024-03-05,82,8806,B-SUV,White,Normal,8806,8806
VIN0008807,2024-03-05,83,8807,B-SUV,Green,Normal,8807,8807
VIN0008808,2024-03-05,84,8808,B-SUV,Grey,Normal,8808,8808
VIN0008809,2024-03-05,85,8809,B-SUV,Green,Normal,8809,8809
VIN0008810,2024-03-05,86,8810,A-Sedan,Blue,Normal,8810,8810
VIN0008811,2024-03-05,87,8811,A-Sedan,Blue,Normal,8811,8811
VIN0008812,2024-03-05,88,8812,B-SUV,White,Expedite,8812,8812
VIN0008813,2024-03-05,89,8813,A-Sedan,Red,Normal,8813,8813
VIN0008814,2024-03-05,90,8814,C-EV,Grey,Normal,8814,8814
VIN0008815,2024-03-05,91,8815,A-Sedan,Black,Normal,8815,8815
VIN0008816,2024-03-05,92,8816,A-Sedan,Silver,Normal,8816,8816
VIN0008817,2024-03-05,93,8817,C-EV,Red,Normal,8817,8817
VIN0008818,2024-03-05,94,8818,C-EV,Black,Normal,8818,8818
VIN0008819,2024-03-05,95,8819,A-Sedan,Silver,Normal,8819,8819
VIN0008820,2024-03-05,96,8820,A-Sedan,Grey,Normal,8820,8820
